text,page,bbox,font_size,font_name,font_flags,page_height,page_width,block_index,total_blocks,relative_position,font_size_z_score,font_size_percentile,is_largest_font,is_common_font_size,font_size_deviation,is_first_page,is_last_page,page_position_normalized,prev_font_size_diff,prev_text_length,prev_page_diff,next_font_size_diff,next_text_length,next_page_diff,text_length_z_score,is_short_text,is_medium_text,is_long_text,title_score,h1_score,h2_score,h3_score,heading_likelihood,heuristic_class,heuristic_confidence,block_width,block_height,aspect_ratio,sentence_count,avg_sentence_length,word_count,avg_word_length,unique_word_ratio,char_count,alpha_ratio,digit_ratio,punct_ratio,space_ratio,stopword_ratio,bigram_diversity,starts_with_number,ends_with_punct,has_colon,parentheses_count,quote_count,flesch_score,heading_rank,heading_percentile,preliminary_label,label,source_file
Revision History  3,4,"(70.94400024414062, 144.7261962890625, 543.4862060546875, 155.8315887451172)",9.960000038146973,"Arial,Bold",16,792.0,612.0,20,136,0.14705882352941177,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.18273509632457385,0.0,138,0,0.0,136,0,-0.5534138264471451,False,True,False,3,2,1.0,0.0,3.0,Title,0.5,472.5422058105469,11.105392456054688,42.55069847197662,1,3.0,3,5.333333333333333,1.0,19,0.7894736842105263,0.05263157894736842,0.0,0.15789473684210525,0.0,1.0,False,False,False,0,0,0.0,47,0.6617647058823529,H3,H1,E0CCG5S312.pdf
........................................................................................................................................,4,"(157.3370361328125, 162.1263427734375, 535.5281982421875, 173.2317352294922)",9.960000038146973,"Arial,Bold",16,792.0,612.0,21,136,0.15441176470588236,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.20470497824928977,0.0,19,0,0.0,20,0,0.030843127270143485,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,378.191162109375,11.105392456054688,34.054731843644504,1,1.0,1,136.0,1.0,136,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,102,0.25735294117647056,Paragraph,Paragraph,E0CCG5S312.pdf
Table of Contents  4,4,"(70.9439697265625, 162.1263427734375, 543.4862060546875, 173.2317352294922)",9.960000038146973,"Arial,Bold",16,792.0,612.0,22,136,0.16176470588235295,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.20470497824928977,0.0,136,0,0.0,76,0,-0.5484201772700742,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,472.542236328125,11.105392456054688,42.550701219972986,1,4.0,4,4.0,1.0,20,0.75,0.05,0.0,0.2,0.25,1.0,False,False,False,0,0,33.57500000000002,103,0.25,Paragraph,H1,E0CCG5S312.pdf
............................................................................,4,"(322.97186279296875, 179.64599609375, 535.5401000976562, 190.7513885498047)",9.960000038146973,"Arial,Bold",16,792.0,612.0,23,136,0.16911764705882354,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.22682575264362373,0.0,20,0,0.0,54,0,-0.26877582335410705,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,212.5682373046875,11.105392456054688,19.140992823607487,1,1.0,1,76.0,1.0,76,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,104,0.2426470588235294,Paragraph,Paragraph,E0CCG5S312.pdf
1.  Introduction to the Foundation Level Extensions  6,4,"(70.9439697265625, 179.64599609375, 543.4862060546875, 190.7513885498047)",9.960000038146973,"Arial,Bold",16,792.0,612.0,24,136,0.17647058823529413,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.22682575264362373,0.0,76,0,0.0,63,0,-0.37863610524966557,False,True,False,0,4,0.5,0.0,4.0,H1,0.8888888888888888,472.542236328125,11.105392456054688,42.550701219972986,2,4.0,8,5.625,1.0,54,0.7777777777777778,0.037037037037037035,0.018518518518518517,0.16666666666666666,0.25,1.0,True,False,False,0,0,0.0,22,0.8455882352941176,H1,H1,E0CCG5S312.pdf
...............................................................,4,"(358.8677062988281, 197.1656494140625, 535.5111694335938, 208.2710418701172)",9.960000038146973,"Arial,Bold",16,792.0,612.0,25,136,0.18382352941176472,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2489465270379577,0.0,54,0,0.0,62,0,-0.333693262656028,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,176.64346313476562,11.105392456054688,15.906098216138158,1,1.0,1,63.0,1.0,63,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,105,0.23529411764705882,Paragraph,Paragraph,E0CCG5S312.pdf
2.  Introduction to Foundation Level Agile Tester Extension  7,4,"(70.9439697265625, 197.1656494140625, 543.4862060546875, 208.2710418701172)",9.960000038146973,"Arial,Bold",16,792.0,612.0,26,136,0.19117647058823528,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2489465270379577,0.0,63,0,0.0,682,0,-0.33868691183309885,False,True,False,0,4,0.5,0.0,4.0,H1,0.8888888888888888,472.542236328125,11.105392456054688,42.550701219972986,2,4.5,9,5.777777777777778,1.0,62,0.7903225806451613,0.03225806451612903,0.016129032258064516,0.16129032258064516,0.1111111111111111,1.0,True,False,False,0,0,0.0,23,0.8382352941176471,H1,H1,E0CCG5S312.pdf
.....................................................................................................................  ............................................................................................................  ...................................................................................................................  ...................................................................................................................  ...................................................................................................  ......................................................................................................................,4,"(192.99386596679688, 214.8048095703125, 535.637939453125, 283.4392395019531)",9.960000038146973,Arial,0,792.0,612.0,27,136,0.19852941176470587,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2712181939019097,0.0,62,0,0.0,181,0,2.7573755779508238,False,False,True,0,0,0.0,0.0,0.0,Title,0.0,342.6440734863281,68.63442993164062,4.992305958213669,1,6.0,6,112.0,0.8333333333333334,682,0.0,0.0,0.9853372434017595,0.01466275659824047,0.0,1.0,False,True,False,0,0,0.0,106,0.22794117647058823,Paragraph,Paragraph,E0CCG5S312.pdf
2.1  Intended Audience  7  2.2  Career Paths for Testers  7  2.3  Learning Objectives  7  2.4  Entry Requirements  8  2.5  Structure and Course Duration 8  2.6  Keeping It Current 9,4,"(80.90396118164062, 214.8048095703125, 543.4961547851562, 283.4392395019531)",9.960000038146973,Arial,0,792.0,612.0,28,136,0.20588235294117646,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2712181939019097,0.0,682,0,0.0,73,0,0.2555573402383314,False,True,False,0,2,4.0,0.0,4.0,H2,0.6666666666666666,462.5921936035156,68.63442993164062,6.739943699747401,1,29.0,29,4.758620689655173,0.896551724137931,181,0.6298342541436464,0.09944751381215469,0.03314917127071823,0.23756906077348067,0.10344827586206896,1.0,True,False,False,0,0,0.0,24,0.8308823529411765,H2,Paragraph,E0CCG5S312.pdf
3.  Overview of the Foundation Level Extension – Agile Tester Syllabus 10,4,"(70.95391845703125, 288.2598571777344, 543.3507690429688, 301.5465087890625)",9.960000038146973,"Arial,Bold",16,792.0,612.0,29,136,0.21323529411764705,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.363964466133503,0.0,181,0,0.0,41,0,-0.2837567708853196,False,True,False,0,4,0.5,0.0,4.0,H1,0.8888888888888888,472.3968505859375,13.286651611328125,35.554243793310164,2,6.0,12,5.083333333333333,1.0,73,0.7671232876712328,0.0410958904109589,0.0136986301369863,0.1643835616438356,0.16666666666666666,1.0,True,False,False,0,0,0.0,25,0.8235294117647058,H1,H1,E0CCG5S312.pdf
.........................................,4,"(414.07598876953125, 289.73394775390625, 530.0292358398438, 300.83935546875)",9.960000038146973,"Arial,Bold",16,792.0,612.0,30,136,0.22058823529411764,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.3658256916084675,0.0,73,0,0.0,247,0,-0.4435535445515865,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,115.9532470703125,11.10540771484375,10.441151738654913,1,1.0,1,41.0,1.0,41,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,107,0.22058823529411764,Paragraph,Paragraph,E0CCG5S312.pdf
.................................................................................................................  ....................................................................................................................................,4,"(146.89898681640625, 307.37310791015625, 529.8601684570312, 329.8827209472656)",9.960000038146973,Arial,0,792.0,612.0,31,136,0.22794117647058823,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.3880973584724195,0.0,41,0,0.0,43,0,0.585138185925007,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,382.961181640625,22.509613037109375,17.013228126546412,1,2.0,2,122.5,1.0,247,0.0,0.0,0.9919028340080972,0.008097165991902834,0.0,1.0,False,True,False,0,0,0.0,108,0.21323529411764705,Paragraph,Paragraph,E0CCG5S312.pdf
3.1  Business Outcomes  10  3.2  Content 10,4,"(80.90402221679688, 307.37310791015625, 543.3507690429688, 329.8827209472656)",9.960000038146973,Arial,0,792.0,612.0,32,136,0.23529411764705882,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.3880973584724195,0.0,247,0,0.0,138,0,-0.4335662461974448,False,True,False,1,1,4.0,0.0,4.0,H2,0.6666666666666666,462.4467468261719,22.509613037109375,20.544411228384142,1,7.0,7,4.714285714285714,0.8571428571428571,43,0.5348837209302325,0.18604651162790697,0.046511627906976744,0.23255813953488372,0.0,1.0,True,False,False,0,0,0.31571428571430715,26,0.8161764705882353,H2,Paragraph,E0CCG5S312.pdf
..........................................................................................................................................,4,"(146.3013916015625, 336.17742919921875, 530.0125122070312, 347.2828369140625)",9.960000038146973,"Arial,Bold",16,792.0,612.0,33,136,0.2426470588235294,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.42446645100911456,0.0,43,0,0.0,18,0,0.04083042562428517,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,383.71112060546875,11.10540771484375,34.55173645651851,1,1.0,1,138.0,1.0,138,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,109,0.20588235294117646,Paragraph,Paragraph,E0CCG5S312.pdf
4.  References  12,4,"(70.94400024414062, 336.17742919921875, 543.3507690429688, 347.2828369140625)",9.960000038146973,"Arial,Bold",16,792.0,612.0,34,136,0.25,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.42446645100911456,0.0,138,0,0.0,230,0,-0.5584074756242159,False,True,False,1,5,1.5,0.0,5.0,H1,0.6666666666666666,472.4067687988281,11.10540771484375,42.538444416353855,2,1.5,3,4.666666666666667,1.0,18,0.5555555555555556,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.0,1.0,True,False,False,0,0,7.912499999999994,11,0.9264705882352942,H1,H1,E0CCG5S312.pdf
.............................................................................................................................  .......................................................................................................,4,"(167.0679931640625, 353.81658935546875, 529.8800659179688, 376.4457092285156)",9.960000038146973,Arial,0,792.0,612.0,35,136,0.25735294117647056,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.4467381178730666,0.0,18,0,0.0,52,0,0.5002461499148027,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,362.81207275390625,22.629119873046875,16.032973212804666,1,2.0,2,114.0,1.0,230,0.0,0.0,0.991304347826087,0.008695652173913044,0.0,1.0,False,True,False,0,0,0.0,110,0.19852941176470587,Paragraph,Paragraph,E0CCG5S312.pdf
4.1  Trademarks  12  4.2  Documents and Web Sites 12,4,"(80.90402221679688, 353.81658935546875, 543.3607788085938, 376.4457092285156)",9.960000038146973,Arial,0,792.0,612.0,36,136,0.2647058823529412,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.4467381178730666,0.0,230,0,0.0,40,0,-0.38862340360380726,False,True,False,0,0,3.0,0.0,3.0,H2,1.0,462.4567565917969,22.629119873046875,20.436356304896353,1,9.0,9,4.444444444444445,0.8888888888888888,52,0.5769230769230769,0.15384615384615385,0.038461538461538464,0.23076923076923078,0.1111111111111111,1.0,True,False,False,0,0,9.700000000000017,48,0.6544117647058824,H3,H2,E0CCG5S312.pdf
"Version 2014  Page 4 of 12  May 31, 2014",4,"(76.601318359375, 718.711181640625, 533.1517944335938, 730.1054077148438)",9.960000038146973,Trebuchet MS,0,792.0,612.0,37,136,0.27205882352941174,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.9074636131826074,0.0,52,0,-3.9600000381469727,53,0,-0.44854719372865737,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,456.55047607421875,11.39422607421875,40.06858149911883,1,9.0,9,3.3333333333333335,0.8888888888888888,40,0.4,0.325,0.025,0.25,0.1,1.0,False,False,False,0,0,56.70000000000002,111,0.19117647058823528,Paragraph,Paragraph,E0CCG5S312.pdf
© International Software Testing Qualifications Board,4,"(76.58399963378906, 736.8900146484375, 219.2940216064453, 743.5800170898438)",6.0,Arial,0,792.0,612.0,38,136,0.27941176470588236,-1.6620012256004322,0.08088235294117647,False,False,3.9600000381469727,False,False,0.9304166851621686,-3.9600000381469727,40,0,3.9600000381469727,100,1,-0.3836297544267364,False,True,False,1,2,1.5,0.0,2.0,H1,0.4444444444444444,142.71002197265625,6.69000244140625,21.33183406472096,1,6.0,6,8.0,1.0,53,0.8867924528301887,0.0,0.0,0.09433962264150944,0.0,1.0,False,False,False,0,0,0.0,64,0.5367647058823529,H3,Paragraph,E0CCG5S312.pdf
International  Overview  Software Testing  Foundation Level Extension – Agile Tester  Qualifications,5,"(74.42400360107422, 38.62621307373047, 515.6878662109375, 72.77159118652344)",9.960000038146973,Arial,0,792.0,612.0,39,136,0.2867647058823529,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.04877047105268999,3.9600000381469727,53,1,0.0,5,0,-0.14892824310440683,False,True,False,3,4,2.0,0.0,4.0,H1,0.4444444444444444,441.2638626098633,34.14537811279297,12.923091996586752,1,11.0,11,7.818181818181818,1.0,100,0.85,0.0,0.0,0.14,0.0,1.0,False,False,False,0,0,0.0,27,0.8088235294117647,H1,Paragraph,E0CCG5S312.pdf
Board,5,"(493.54779052734375, 61.66619110107422, 522.8401489257812, 72.77159118652344)",9.960000038146973,Arial,0,792.0,612.0,40,136,0.29411764705882354,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.07786135240034624,0.0,100,0,6.0,16,0,-0.6233249149261368,False,True,False,3,2,1.0,0.0,3.0,Title,0.5,29.2923583984375,11.105400085449219,2.637667996924994,1,1.0,1,5.0,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0.0,49,0.6470588235294118,H3,Paragraph,E0CCG5S312.pdf
Acknowledgements,5,"(70.94400024414062, 108.93620300292969, 213.7381591796875, 126.73160552978516)",15.960000038146973,Arial,0,792.0,612.0,41,136,0.3014705882352941,1.9929120393679958,0.9779411764705882,False,False,6.0,False,False,0.13754571086228495,6.0,5,0,-6.0,130,0,-0.5683947739783576,False,True,False,3,4,2.0,0.0,4.0,H1,0.4444444444444444,142.79415893554688,17.79540252685547,8.024216295194941,1,1.0,1,16.0,1.0,16,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0.0,28,0.8014705882352942,H1,H1,E0CCG5S312.pdf
This document was produced by a team from the International Software Testing Qualifications Board  Foundation Level Working Group.,5,"(70.94400024414062, 144.84619140625, 518.44384765625, 167.3557586669922)",9.960000038146973,Arial,0,792.0,612.0,42,136,0.3088235294117647,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.1828866053109217,-6.0,16,0,0.0,104,0,0.000881232207718434,False,True,False,4,2,0.5,0.0,4.0,Title,0.6153846153846154,447.4998474121094,22.509567260742188,19.880428718528567,1,18.0,18,6.222222222222222,1.0,130,0.8538461538461538,0.0,0.007692307692307693,0.13846153846153847,0.3157894736842105,1.0,False,True,False,0,0,0.0,29,0.7941176470588235,Title,Paragraph,E0CCG5S312.pdf
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,5,"(70.94400024414062, 179.287841796875, 542.4205322265625, 190.3932342529297)",9.960000038146973,Arial,0,792.0,612.0,43,136,0.3161764705882353,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2263735376223169,0.0,130,0,0.0,387,0,-0.12895364639612347,False,True,False,2,1,0.5,0.0,2.0,Title,0.5714285714285714,471.4765319824219,11.105392456054688,42.45473843883578,1,17.0,17,5.176470588235294,0.8235294117647058,104,0.8365384615384616,0.0,0.009615384615384616,0.15384615384615385,0.3888888888888889,1.0,False,True,False,0,0,0.0,65,0.5294117647058824,H3,Paragraph,E0CCG5S312.pdf
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working  Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry  Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes  and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",5,"(70.94400024414062, 202.3253173828125, 542.8787231445312, 247.91221618652344)",9.960000038146973,Arial,0,792.0,612.0,44,136,0.3235294117647059,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.25546125932173297,0.0,104,0,0.0,166,0,1.2842490707149248,False,False,True,0,1,0.5,0.0,1.0,H1,0.6666666666666666,471.9347229003906,45.58689880371094,10.352419999712142,1,53.0,53,6.264150943396227,0.8490566037735849,387,0.7984496124031008,0.0,0.023255813953488372,0.1421188630490956,0.11842105263157894,0.8666666666666667,False,True,True,14,0,0.0,86,0.375,Paragraph,Paragraph,E0CCG5S312.pdf
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon  Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",5,"(70.94400024414062, 259.84429931640625, 509.54266357421875, 282.4734191894531)",9.960000038146973,Arial,0,792.0,612.0,45,136,0.33088235294117646,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.32808623651061397,0.0,387,0,0.0,343,0,0.18065260258226876,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,438.5986633300781,22.629119873046875,19.3820469285014,1,24.0,24,5.916666666666667,1.0,166,0.7891566265060241,0.0,0.06626506024096386,0.14457831325301204,0.02857142857142857,1.0,False,True,True,0,0,0.0,112,0.18382352941176472,Paragraph,Paragraph,E0CCG5S312.pdf
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra  Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula  Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,  Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",5,"(70.94400024414062, 294.2859802246094, 529.5333862304688, 339.9625244140625)",9.960000038146973,Arial,0,792.0,612.0,46,136,0.3382352941176471,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.37157320735430477,0.0,166,0,0.0,1000,0,1.0645285069238077,False,False,True,0,0,0.0,0.0,0.0,Title,0.0,458.5893859863281,45.676544189453125,10.03993174449082,1,41.0,41,7.317073170731708,1.0,343,0.8134110787172012,0.0,0.05539358600583091,0.12536443148688048,0.016666666666666666,1.0,False,True,True,0,0,0.0,113,0.17647058823529413,Paragraph,Paragraph,E0CCG5S312.pdf
"The team thanks also the following persons, from the National Boards and the Agile expert community,  who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani  Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,  Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill  Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter  Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,  Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik  Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,  Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye  Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",5,"(70.9439697265625, 351.77508544921875, 542.8687133789062, 466.49444580078125)",9.960000038146973,Arial,0,792.0,612.0,47,136,0.34558823529411764,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.44416046142578125,0.0,343,0,0.0,103,0,4.345356016259351,False,False,True,0,0,0.0,0.0,0.0,Title,0.0,471.92474365234375,114.7193603515625,4.113732348281142,1,141.0,141,6.028368794326241,0.9432624113475178,1000,0.79,0.0,0.058,0.15,0.06467661691542288,0.99,False,True,True,0,0,0.0,114,0.16911764705882354,Paragraph,Paragraph,E0CCG5S312.pdf
